ETC_20150317_000001	Kepa
ETC_20171128_029162	The Big Cockatrice is quite dangerous, as its glare and breath can petrify any opponent. Engaging this creature should not be taken lightly.	대형 코카트리스입니다. 위험성, 특히 석화위험성은 아무리 강조해도 지나치지 않습니다	ETC_20150317_000247	The Big Cockatrice is quite dangerous, as its glare and breath can petrify any opponent. Engaging this creature should not be taken lightly.	대형 코카트리스입니다. 위험성, 특히 석화위험성은 아무리 강조해도 지나치지 않습니다.	
ETC_20171128_029163	The Big Cockatrice is quite dangerous, as its glare and breath can petrify any opponent. Engaging this creature should not be taken lightly. This particular color means that it has a longer life span than most.	대형 코카트리스입니다. 위험성, 특히 석화위험성은 아무리 강조해도 지나치지 않습니다. 신수의 날에 이런 색상으로 변했다면 본래 수명보다 오래 살게 됩니다.				
ETC_20171128_029164	The Big Cockatrice is quite dangerous, as its glare and breath can petrify any opponent. Engaging this creature should not be taken lightly. Mutated plants after Medzio Diena have made many turn this color.	대형 코카트리스입니다. 위험성, 특히 석화위험성은 아무리 강조해도 지나치지 않습니다. 신수의 날 이후 변화된 풀 때문에 이런 색의 코카트리스가 늘어났습니다.				
ETC_20171128_029165	It was created to protect humans by Dievdirbys Master, but it has been the harmful monsters to change the characteristics. Sequoia of this color are thought to have colluded with the demons as well as having betrayed their creators.	딥디르비 명인이 인간을 지키도록 제작하였으나 그 성질이 나쁘게 변하여 해로운 몬스터가 되었습니다. 이런 색상의 스콰이아는 제작자를 배신한 것도 모자라 다른 종족과 결탁한 사례라고 여겨집니다.	ETC_20151224_017481	It was created to protect humans by Dievdirbys Master, but it has been the harmful monsters to change the characteristtics.	딥디르비 명인이 인간을 지키도록 제작하였으나 그 성질이 나쁘게 변하여 해로운 몬스터가 되었습니다.	
ETC_20171128_029166	Born by a demon entering a statue of which has lost it's Divine Energy. It may become this particular color if some residing Divine Energy clashes with the demon's energy.	여신의 신성이 떠난 지 오래 된 신상에 마족이 스며들어 생깁니다. 남아있는 여신의 신성력과 마찰하는 경우 이런 색이 되기도 합니다.	ETC_20151224_017482	Old Status that Goddess' divinity left from here will absorb the demons.	여신의 신성이 떠난 지 오래 된 신상에 마족이 스며들어 생깁니다.	
ETC_20171128_029167	A similar mechanic as to how a Dievdirby's Owl Sculpture spews fire. 	딥디르비의 부엉이 조각상이 불을 뿜는 것과 동일한 원리에 기반한 세콰이아의 기술입니다. 	ETC_20150317_000258	Its body vanishes if you stay away from it for a long time.	본체에서 오랜 시간 멀어지면 자연히 소멸됩니다.	
ETC_20171128_029168	It used its hook on a large monster to come over from the demon realm and has gone through a lot of change.	큰 몬스터에게 갈고리를 사용하여 붙는 방법으로 마계로부터 넘어온 후 많은 변화를 한 몬스터입니다.				
ETC_20171128_029169	excluded from the adventure journal	pc 소환 몬스터로 모험일지 설명에서 제외됨	ETC_20150317_000008	Monster	몬스터	
ETC_20171128_029170	It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system. Some speculate that larger Vubbe are mining as penance for a sin they have committed. Their reddish color is said to be from eating mutated plants after Medzio Diena.	채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다. 일설에 의하면 대형 부베 광부는 죄를 지어서 노동으로 벌을 받고 있다는 말도 있습니다. 또한 신수의 날로 변이된 풀을 섭취하면 붉은 색으로 변한다고 합니다.	ETC_20151224_017495	It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system.	채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다.	
ETC_20171128_029171	It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system. Some speculate that larger Vubbe are mining as penance for a sin they have committed. 	채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다. 일설에 의하면 대형 부베 광부는 죄를 지어서 노동으로 벌을 받고 있다는 말도 있습니다.	ETC_20151224_017495	It is hard to determine whether their mining roles are permanent since little is known about the Vubbe's social system.	채굴하는 모습이 많이 목격되어 붙은 이름이지만, 부베 집단의 체계는 명확히 알려지지 않았기에 이들의 역할이 고정적인지는 모릅니다.	
ETC_20171128_029172	Despite looking quite similar, this monster has nothing to do with the Glass Mole. In fact, this monster is a mutation of a plant.	매우 강한 유사성에도 불구하고 글래스몰과는 아무런 관련이 없습니다. 심지어 이 몬스터는 식물의 변형된 존재입니다.				
ETC_20171128_029173	A magical creature created to protect the Royal Mausoleum. Despite being weak, it is strong enough to resist the goddess' powers. It hasn't been built for more than one thousand years because King Zachariel didn't leave any blueprints, but there are now attempts at reconstructing it due to the Royal Mausoleum being re-opened.	왕릉을 수호하기 위해 만들어진 마법피조물이며 약하지만 여신의 힘도 깃들어 마족에게 강한 편입니다. 자카리엘 대왕이 제조법을 일부러 남기지 않았기에 천 년 넘게 제조되지 않았으나 최근에 왕릉이 열리면서 이것을 다시 만들어보려는 시도가 있다고 합니다.				
ETC_20171128_029174	A magical creature created to protect the Royal Mausoleum. Despite being weak, it is strong enough to resist the goddess' powers. Some scholars and wizards wish to attempt at reconstructing the Shnayim if the Achat is successfully restored.	왕릉을 수호하기 위해 만들어진 마법피조물이며 약하지만 여신의 힘도 깃들어 마족에게 강한 편입니다. 일부 학자와 마법사들은 최근에 왕릉이 열리자 에하트를 재복원하는 일에 성공하면 쉬나임도 시도하려고 한다고 합니다.				
ETC_20171128_029175	The Tree Ambulo is not a mutation of a plant. In fact, it has it's origins in the demonic world. However, the demons to seem to think of it as some sort of pot plant.	트리암불로는 마계에 기원한 몬스터로 선입견과 달리 생물이나 사물이 변형된 몬스터가 아닙니다. 그럼에도 불구하고 마족들은 이들을 자기 세계의 화분 식물이라고 생각하긴 합니다.				
ETC_20171128_029176	A lesser demon that acts as a sort of everyday object for other demons.	마족의 일상 생활에 쓰이는 사물 역할을 하는 하급 마족의 일원입니다.				
ETC_20171128_029177	The souls of liers and crooks turned into monsters in the demonic world end up like this.	거짓말쟁이와 사기꾼들의 망령이 마계에서 몬스터로 변하면 이런 꼴이 됩니다.	ETC_20150317_000008	Monster	몬스터	
ETC_20171128_029178	The Kedoran Merchant Alliance is thinking of ways to make a product out of this monster.	케도라 상단이 이 몬스터를 활용해 상품을 만들 궁리를 하고 있다고 합니다.	ETC_20150317_000008	Monster	몬스터	
ETC_20171128_029179	Shredded is a demon monster that was derived from the by-product that results when you transform a monster into a powerful ghost. 	쉬레디드는 마족이 강력한 원혼으로 몬스터를 만들 때 떨어져 나온 부산물에서 기원한 몬스터입니다. 				
ETC_20171128_029180	The Ritasfung eats small animals and feeds off them as they decay in it's body. However, it is known to try to bite whatever it can so larger animals also need to take care.	리타스펑은 작은 생물을 먹고 몸안에서 그것을 부패시켜 양분으로 만듭니다. 그런데 입으로 무엇이든 물기 때문에 먹이로 삼지 않는 생물이나 덩치가 더 큰 생물도 조심할 필요가 있습니다.	ETC_20150317_000008	Monster	몬스터	
ETC_20171128_029181	The Tisfung is a monster mutated from mushrooms. As such, it can easily spread it's pores. That's why it isn't uncommon for people that live in dark and humid areas to be attacked by Tisfung that have grown overnight. 	티스펑은 버섯에서 변형된 몬스터이며 포자 상태에서는 어디든 쉽게 묻어가거나 바람을 타기 때문에 습하고 어두운 곳에 사는 사람은 하룻밤 사이에 자라난 티스펑에게 공격을 당하는 일도 있습니다. 	ETC_20150317_000008	Monster	몬스터	
ETC_20171128_029182	The Mushpung usually attaches it's body to harder objects. It's easy to attack, but hard to kill.	머쉬펑은 단단한 물질이 약하게 얽혀있는 상태의 몸을 지니고 있습니다. 부수기는 쉽지만 죽이기는 것은 약간 더 어렵습니다.	ETC_20150317_000008	Monster	몬스터	
ETC_20171128_029183	Not a great threat unless you approach it since it can't move on it's own. However, it provides useful oils which lead to civilians getting hurt.	움직이지 못하니 접근하지 않으면 별 문제 없는 몬스터이지만 특이하게도 쓸만한 기름을 채취할 수 있기에 일반인들이 사고를 당하기도 합니다.	ETC_20150317_000008	Monster	몬스터	
