QUEST_20150317_000001	Bitte wähle den Benutzer, dies erfordert ein Quest-Update.
QUEST_20161005_004360	This place must be important to someone when looking at the frequency of visits from higher-ups.{nl}I hate how much we have to clean the place and look disciplined every time they come over.
QUEST_20161005_004361	There are rumors that the Wall was constructed for use against demons as well as humans.{nl}There may be some truth in these rumors when you take in the fact that it has three layers, as well as a large amount of magic circles and mysterious devices all over the place.
QUEST_20161005_004362	Whenever someone comes from the capital, they always seem to have a long talk in the commander's quarters.{nl}Normally, soldiers are prohibited from approaching during those meetings. A colleague has managed to catch a glimpse of them hiding something in a box though.
QUEST_20161005_004363	Emergency Orders
QUEST_20161005_004364	These are orders of the highest priority, so see to it that they are carried out immediately.{nl}
QUEST_20161005_004365	First, all commanding officers are to report to the Royal Palace at once.{nl}
QUEST_20161005_004366	Second, do not be alarmed as there may be large scale tremors due to the testing of new military equipment.{nl}
QUEST_20161005_004367	Third, the entire maintenance crew of the Flamethrower Magic Circle and Magic Stones are to head to the education field.{nl}They are not required to hand over their tasks to other soldiers.{nl}
QUEST_20161005_004368	Fourth, there has been an issue with the magic circle that controls the core.{nl}All soldiers protecting the Outer Wall Cores are to fall back for safety purposes.
QUEST_20161005_004369	Revelation Day Action Plans
QUEST_20161005_004370	You are to activate all of the prepared magic circles.{nl}It will take longer than one might think, as they consume a lot of magic.{nl}You will not be able to activate them again after using them, unless they are recharged.{nl}
QUEST_20161005_004371	The Oil Barrel Manager is to spray all of the oil on the Walls.{nl}After that, he is to activate the Flamethrower Magic Stones.{nl}Not even the soldier who activates the Stone will be able to escape, for there will be flames strong enough to burn the walls.{nl}
QUEST_20161005_004372	As such, the soldier must be sacrificed.{nl}This is a necessary sacrifice to save the Kingdom.{nl}The family of the soldier is to be given proper compensation for their loss.{nl}
QUEST_20161005_004373	If it is deemed to be unstoppable despite the above measures, you are to activate the Cores on the Outer Walls.
QUEST_20161005_004374	Operation Orders
QUEST_20161005_004375	All measures that have been in preparation must be put in place on Revelation Day.{nl}Set fire to the Wall and spray Withering Potion on the required places.{nl}You are to also activate the Retrogression Magic Circle immediately to return it to where it came from.{nl}This will override any other orders and must be followed at all costs.
QUEST_20161005_004376	There are many bottles filled with a wine colored liquid...
QUEST_20161005_004377	Inner Wall District 8 Management Book
QUEST_20161005_004378	...{nl}All magic circles are managed differently.{nl}You will be able to check the magic circles with the Magical Eye.{nl}They must be managed according to their colors, which can be seen when using the Eye.{nl}The Magical Eye is in the Storage Room.{nl}...
QUEST_20161005_004379	Magic Circle Maintenance Department
QUEST_20161005_004380	The Magical Eye shows different colors according to the type of magic circle.{nl}Yellow represents healing properties and green represents top secret military grade circles which require careful handling.
QUEST_20161005_004381	As the base property is that of a plant, I believe that this research will help when the day comes.{nl}No, it must be of help when that day comes.
QUEST_20161005_004382	Research into Chronomancy has resulted in returning a blooming flower to its bulb.{nl}Although we have only succeeded with small flowers over a short period of time, it still shows great promise.
QUEST_20161005_004383	We discovered that the sap from a peculiar plant allows other plants to grow at an unprecedented rate.{nl}We may be able to reverse its effect to make plants grow smaller.
QUEST_20161005_004384	We tried applying Chronomancy to the sap we had previously acquired.{nl}We were able to temporarily halt plant growth.{nl}It didn't have any effect on animals, but it was able to affect plant growth for a few hours.
QUEST_20161005_004385	We have obtained some Wugushi poison that is said to be particularly effective against vegetation.{nl}We used it to create a wine colored liquid that is capable of withering plants in a very short time.{nl}I believe that we will be able to use this to wither large plants in a manner of minutes.
QUEST_20161005_004386	I think that we've got this wrong.{nl}Let's try another theory.
QUEST_20161005_004387	Aha...!{nl}I think we've figured out the secrets of the Wall!
QUEST_20161005_004388	Miko Master
QUEST_20161005_004389	Wait. I feel the energies of a Divine Spirit within you.{nl}How can this be?{nl}
QUEST_20161005_004390	Is that... Gohei?{nl}It even has a Divine Spirit residing in it.{nl}
QUEST_20161005_004391	It may be from one of the Miko Masters that came to the Kingdom long ago.{nl}You know, I think we can utilize it to help with the problems plaguing the Kingdom...
QUEST_20161005_004392	We seem to always be underhanded in this line of work.{nl}Come back to see me if you have an interest in becoming a Miko.{nl}
QUEST_20161005_004393	I sense that the Divine Spirits residing in the Gohei have taken a liking to you as well.{nl}An individual that Divine Spirits like will be able to adjust to Miko work easily.
QUEST_20161005_004394	We seem to constantly be underhanded in this line of work.{nl}I always hope that there will be more volunteers willing to work as Mikos...{nl}
QUEST_20161005_004395	Thank you anyways.{nl}Our work was made a bit easier thanks to the Gohei you brought us.
QUEST_20161005_004396	The Divine Spirits seem to like you even if you aren't linked to the Miko path in any way.{nl}
QUEST_20161005_004397	The Kannushi always has something to criticize.{nl}Stuff about always having to be modest and to persevere and such.{nl}
QUEST_20161005_004398	Protect the weak and show any bad guys why they shouldn't be bad!{nl}Don't you think that's enough?
QUEST_20161005_004399	It's so irritating.{nl}I'm already busy as it is by myself, but there always seems to be something else that pops up.{nl}
QUEST_20161005_004400	Not too long ago, I had to nurse a weakened Water Divine Spirit, as well as take care of a fiesty demon.{nl}I wasted time on the way back as well trying to help someone that was lost.{nl}I don't even know this area myself.{nl}
QUEST_20161005_004401	Then I had to go and visit the Earth Divine Spirit, and also go and tend to a Divine Spirit who was depressed because the house he had been protecing had collapsed.{nl}Not only that...{nl}
QUEST_20161005_004402	What? Why are you looking at me like that?{nl}Let me tell you, I'm not doing this because I want to.{nl}I'm only doing this because I have to as a Miko.
QUEST_20161005_004403	Would you really do that?{nl}Thanks.{nl}
QUEST_20161005_004404	I'm a Miko from a relatively famous Shrine outside of the Kingdom.{nl}I am researching the calamities that happened after Medzio Diena on the the orders of the Kannushi.{nl}
QUEST_20161005_004405	It was all fine and well up to the point where I became the Miko Master...{nl}I haven't had a moment to rest after Medzio Diena.{nl}
QUEST_20161005_004406	There I was, thinking that I would be able to relax in my room sipping tea after becoming Master.{nl}That was so naive of me...{nl}
QUEST_20161005_004407	It's an annoyance, but the Kannushi did ask me to look into matters, and I can't really leave the Divine Spirits trembling in terror either.{nl}So that's why I am going around putting barriers up, finding Divine Spirits and settling matters.
QUEST_20161005_004408	Martuis Storage Room Chest
QUEST_20161005_004409	It seems to be empty at the moment.
QUEST_20161005_004410	Spell Book
QUEST_20161005_004411	There is nothing written here.
QUEST_20161005_004412	A fish swims upstream before the cloak of darkness fully recedes.
QUEST_20161005_004413	A cat snatches the fish before it can see the light of dawn.
QUEST_20161005_004414	A dog chases the cat as the sun starts to rise.
QUEST_20161005_004415	Wolves rip the dog apart beneath the morning's first light.
QUEST_20161005_004416	A bear bursts upon the wolves before the morning becomes noon.
QUEST_20161005_004417	An eagle scoffs at the bear while soaring off while the sun is the highest.
QUEST_20161005_004418	An owl takes the eagle's place as time races towards sunset.
QUEST_20161005_004419	The owl can no longer argue its place to the dragon now that night has fallen.
QUEST_20161005_004420	Divine Spirit
QUEST_20161005_004421	I am a Divine Spirit helping the Miko Master Hitomiko.{nl}I know more about her than anyone else.
QUEST_20161005_004422	Hitomiko came here because of the Divine Spirits.{nl}Those who had been awakened long ago in the Capital.{nl}
QUEST_20161005_004423	Any of the antique items from the Royal Family could have Divine Spirits residing in them.{nl}They have awakened by recieving spiritual energy from the Divine Tree for a long time.{nl}
QUEST_20161005_004424	However, that spiritual energy was cut after Medzio Diena...{nl}They were about to... I believe the word they use here is 'explode'?{nl}
QUEST_20161005_004425	Hitomiko couldn't let the precarious situation be left unattended...{nl}Especially since Princess Kaonilla could be put in danger, as she is always surrounded by the antiques of the Royal Family.{nl}
QUEST_20161005_004426	That's why she came here, even though she knew she might not be welcomed.{nl}
QUEST_20161005_004427	Why can't the Priests feel the Divine Spirits?{nl}Hmm... think of it as the inability to see things at a distance while using a magnifying glass.{nl}Though, I'm not quite sure myself.{nl}
QUEST_20161005_004428	Hitomiko managed to gain Princess Kaonilla's permission to prepare the ritual.{nl}She needed to know how the Divine Spirits looked after Medzio Diena.{nl}
QUEST_20161005_004429	I think that the ritual itself was nothing new to Hitomiko.{nl}However, it must have been something surreal to the royalty and priests watching her.{nl}
QUEST_20161005_004430	You know, the way she would sway the Gohei and sprinkle something.{nl}Seeing blue energies emerge from certain items to go into Hitomiko's red pouch was a sight to behold.{nl}
QUEST_20161005_004431	Finally, the red pouch was placed on the black table with the golden silks that Hitomiko had crafted...{nl}The pouch was then burned by Hitomiko, in front of numerous onlookers.{nl}
