SKILL_20150317_000001	Angriff
SKILL_20150401_003399	Punish: Verbessern
SKILL_20150401_003400	Snow Rolling: Verbessern
SKILL_20150401_003401	Schaden of [Snow Rolling] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003402	Gather Corpse: Verbessern
SKILL_20150401_003403	Schaden of [Gather Corpse] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003404	Flesh Cannon: Verbessern
SKILL_20150401_003405	Schaden of [Flesh Canon] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003406	Flesh Cannon: Verbessern 2
SKILL_20150401_003407	Enhanced the damage of [Flesh Cannon] to Necromancer's 2. Rang standards.
SKILL_20150401_003408	Flesh Cannon: Verbessern 3
SKILL_20150401_003409	Enhanced the damage of [Flesh Cannon] to Necromancer's 3. Rang standards.
SKILL_20150401_003410	Flesh Hoop: Verbessern
SKILL_20150401_003411	Schaden of [Flesh Hoop] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003412	Flesh Hoop: Verbessern 2
SKILL_20150401_003413	Enhanced the damage of [Flesh Hoop] to Necromancer's 3. Rang standards.
SKILL_20150401_003414	Flesh Hoop: Verbessern 3
SKILL_20150401_003415	Combustion: Verbessern
SKILL_20150401_003416	Schaden of [Combustion] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003417	Combustion: Verbessern 2
SKILL_20150401_003418	Enhanced the damage of [Combustion] to Alchemist's 2. Rang standards.
SKILL_20150401_003419	Combustion: Verbessern 3
SKILL_20150401_003420	Enhanced the damage of [Combustion] to Alchemist's 3. Rang standards.
SKILL_20150401_003421	Knockback Shot: Verbessern
SKILL_20150401_003422	Schaden of [Knockback Shot] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003423	Knockback Shot: Verbessern 2
SKILL_20150401_003424	Schaden of [Knockback Shot] is enhanced to Archer Circle 3.
SKILL_20150401_003425	Dual Shot : Verbessern
SKILL_20150401_003426	Schaden of [Dual Shot] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003427	Break Pavise: Verbessern
SKILL_20150401_003428	Schaden of [Break Pavise] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003429	Break Pavise: Verbessern 2
SKILL_20150401_003430	Schaden of [Break Pavise] is enhanced to Quarrel Shooter Circle 3.
SKILL_20150401_003431	Armbrust Mosing Shot: Verbessern
SKILL_20150401_003432	Schaden of [Armbrust Moving Shot] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003433	Spike Shooter: Verbessern
SKILL_20150401_003434	Schaden of [Spike Shooter] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003435	Collar Bomb: Verbessern
SKILL_20150401_003436	Schaden of [Collar Bomb] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003437	Collar Bomb: Verbessern 2
SKILL_20150401_003438	Enhanced the damage of [Collar Bomb] to Sapper's 3. Rang standards.
SKILL_20150401_003439	Vendetta: Verbessern
SKILL_20150401_003440	Schaden of [Vendetta] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003441	Vendetta: Verbessern 2
SKILL_20150401_003442	Enhanced the damage of [Vendetta] to Rogue's 3. Rang standards.
SKILL_20150401_003443	Lachrymator: Verbessern
SKILL_20150401_003444	Schaden of [Lachrymator] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003445	Lachrymator: Verbessern 2
SKILL_20150401_003446	Enhanced the damage of [Lachrymator] to Rogue's 2. Rang standards.
SKILL_20150401_003447	Lachrymator: Verbessern 3
SKILL_20150401_003448	Enhanced the damage of [Lachrymator] to Rogue's 3. Rang standards.
SKILL_20150401_003449	Backstab: Verbessern
SKILL_20150401_003450	Schaden of [Baskstep] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003451	Backstab: Verbessern 2
SKILL_20150401_003452	Enhanced the damage of [Backstab] to Rogue's 2. Rang standards.
SKILL_20150401_003453	Backstab: Verbessern 3
SKILL_20150401_003454	Enhanced the damage of [Backstab] to Rogue's 3. Rang standards.
SKILL_20150401_003455	Broadhead: Verbessern
SKILL_20150401_003456	Schaden of [Broadhead] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003457	Broadhead: Verbessern 2
SKILL_20150401_003458	Enhanced the damage of [Broadhead] to Fletcher's 2. Rang standards.
SKILL_20150401_003459	Broadhead: Verbessern 3
SKILL_20150401_003460	Enhanced the damage of [Broadhead] to Fletcher's 3. Rang standards.
SKILL_20150401_003461	Bodkin Point: Verbessern
SKILL_20150401_003462	Schaden of [Bodkin Point] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003463	Bodkin Point: Verbessern 2
SKILL_20150401_003464	Enhanced the damage of [Bodkin Point] to Fletcher's 2. Rang standards.
SKILL_20150401_003465	Bodkin Point: Verbessern 3
SKILL_20150401_003466	Enhanced the damage of [Bodkin Point] to Fletcher's 3. Rang standards.
SKILL_20150401_003467	Barbed Pfeil: Verbessern
SKILL_20150401_003468	Schaden of [Barbed Pfeile] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003469	Barbed Pfeil: Verbessern 2
SKILL_20150401_003470	Enhanced the damage of [Barbed Pfeil] to Fletcher's 2. Rang standards.
SKILL_20150401_003471	Barbed Pfeil: Verbessern 3
SKILL_20150401_003472	Enhanced the damage of [Barbed Pfeil] to Fletcher's 3. Rang standards.
SKILL_20150401_003473	Crossfire: Verbessern
SKILL_20150401_003474	Schaden of [Crossfire] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003475	Crossfire: Verbessern 2
SKILL_20150401_003476	Enhanced the damage of [Crossfire] to Fletcher's 2. Rang standards.
SKILL_20150401_003477	Crossfire: Verbessern 3
SKILL_20150401_003478	Enhanced the damage of [Crossfire] to Fletcher's 3. Rang standards.
SKILL_20150401_003479	Magic Pfeil: Verbessern
SKILL_20150401_003480	Schaden of [Magic Pfeil] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003481	Magic Pfeil: Verbessern 2
SKILL_20150401_003482	Schaden of [Magic Pfeil] is enhanced to Fletcher Circle 3.
SKILL_20150401_003483	Divine Machine Pfeil: Verbessern
SKILL_20150401_003484	Schaden of [Gather Corpse] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003485	Concentrated Fire: Verbessern
SKILL_20150401_003486	Schaden of [Concentrated Fire] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003487	Caracole: Verbessern
SKILL_20150401_003488	Schaden of [Caracole] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003489	Limacon: Verbessern
SKILL_20150401_003490	Schaden of [Remacon] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003491	Retreat Shot: Verbessern
SKILL_20150401_003492	Schaden of [Retreat Shot] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003493	Exorcise: Verbessern
SKILL_20150401_003494	Schaden of [Exorsize] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003495	Iron Skin: Verbessern
SKILL_20150401_003496	Erhöht den Schaden von [Iron Skin] pro{nl}Fähigkeits-Level.
SKILL_20150401_003497	Double Punch: Verbessern
SKILL_20150401_003498	Schaden of [Double Punch] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003499	Double Punch: Verbessern 2
SKILL_20150401_003500	Enhanced the damage of [Double Punch] to Monk's 2. Rang standards.
SKILL_20150401_003501	Double Punch: Verbessern 3
SKILL_20150401_003502	Enhanced the damage of [Double Punch] to Monk's 3. Rang standards.
SKILL_20150401_003503	Palm Schlag: Verbessern
SKILL_20150401_003504	Schaden of [Palm Schlag] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003505	Palm Schlag: Verbessern 2
SKILL_20150401_003506	Enhanced the damage of [Palm Schlag] to Monk's 2. Rang standards.
SKILL_20150401_003507	Palm Schlag: Verbessern 3
SKILL_20150401_003508	Enhanced the damage of [Palm Schlag] to Monk's 3. Rang standards.
SKILL_20150401_003509	Hand Knife: Verbessern
SKILL_20150401_003510	Schaden of [Hand Knife] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003511	Hand Knife: Verbessern 2
SKILL_20150401_003512	Enhanced the damage of [Hand Knife] to Monk's 2. Rang standards.
SKILL_20150401_003513	Hand Knife: Verbessern 3
SKILL_20150401_003514	Enhanced the damage of [Hand Knife] to Monk's 3. Rang standards.
SKILL_20150401_003515	One Inch Punch: Verbessern
SKILL_20150401_003516	Schaden of [1 inch Punch] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003517	One Inch Punch: Verbessern 2
SKILL_20150401_003518	Enhanced the damage of [One Inch Punch] to Monk's 3. Rang standards.
SKILL_20150401_003519	Energy Blast: Verbessern
SKILL_20150401_003520	Schaden of [Energy Blast] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003521	God Finger Flick: Verbessern
SKILL_20150401_003522	Schaden of [God Finger] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003523	God Finger Flick: Verbessern 2
SKILL_20150401_003524	Enhanced the damage of [God Finger Flick] to Monk's 3. Rang standards.
SKILL_20150401_003525	Carnivory: Verbessern
SKILL_20150401_003526	Schaden of [Carnovory] Increase pro{nl}Fähigkeits-Level.
SKILL_20150401_003527	Carnivory: Verbessern 2
SKILL_20150401_003528	Enhanced the damage of [Carnivory] to Druid's 2. Rang standards.
SKILL_20150401_003529	Carnivory: Verbessern 3
SKILL_20150401_003530	Enhanced the damage of [Carnivory] to Druid's 3. Rang standards.
SKILL_20150401_003531	Use Pistol
SKILL_20150401_003532	Can use [Pistol] weapons
SKILL_20150406_003533	Poisonous Pfeil
SKILL_20150406_003534	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use bump of shield to attack.{nl}Block enemy's attack first then attack for additional damage.
SKILL_20150406_003535	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use corner of shield to attack.{nl}Attack petrifies, frozen enemies for additional damage.
SKILL_20150406_003536	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Throw shield to attack enemy. Shield falls on the ground and it must be picked up to reuse.
SKILL_20150406_003537	{#DD5500}{ol}[Physisch] - [Schlag] - [Hieb]{/}{/}{nl}Attach using corner of the shield then slash.
SKILL_20150406_003538	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Gather force and smash the ground with your weapon to attack the target.
SKILL_20150406_003539	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Smash the head of an enemy. Temporarily reduces the target's INT and SPR.
SKILL_20150406_003540	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use the back of a knife to strike and push away an enemy. The enemy falls under Rüstung Break (Permanent on monsters)
SKILL_20150406_003541	{#DD5500}{ol}[Physisch] - [Stich] - [Schlag]{/}{/}{nl}Use your shield and spear to attack enemies.
SKILL_20150406_003542	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}March forward while holding down the key. Enemies nearnach are hit with the shield and will fall down.
SKILL_20150406_003543	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use your shield to smack enemies. There is a high chance the target becomes afflicted with [Blind].
SKILL_20150406_003544	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use your shield to interrupt enemies.{nl}The target becomes afflicted with [Unbalanced].
SKILL_20150406_003545	{#DD5500}{ol}[Physisch] - [Hieb]{/}{/}{nl}Use your shield as a lead and march forward while holding down the key. Release the key to launch a slash on the enemy.
SKILL_20150406_003546	Angriff: #{SkillAtkAdd}#{nl}Maximum Dauer: 10 Sekunden
SKILL_20150406_003547	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Gather up power and use your weapon to attack targets nach smashing it to the ground.
SKILL_20150406_003548	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Rush forward with power to throw your target away.
SKILL_20150406_003549	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Gather up power to release a strong stab to an enemy.
SKILL_20150406_003550	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Tie enemy and drag around.{nl}Enemy is damaged when moving and Bleeds when released.
SKILL_20150406_003551	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Make solid landing while jumping or on air to damage enemies.
SKILL_20150406_003552	Pouncing
SKILL_20150406_003553	Install base camp in field. Party members can sue the base camp for personal storage and can freely warp to base camp.
SKILL_20150406_003554	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use Iron Hook to pull enemy. Enemy receives damage every time it is pulled.
SKILL_20150406_003555	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use back of sword to hit smash enemy.
SKILL_20150406_003556	{#993399}{ol}[Magic] - [Ice] - [Schlag]{/}{/}{nl}Summon huge snowball and damage nearnach enemies.
SKILL_20150406_003557	Summon Servant
SKILL_20150406_003558	{#993399}{ol}[Magic]{/}{/}{nl}Collect corpse fragments when monsters are killed using this attack.
SKILL_20150406_003559	Attack #{SkillAtkAdd}#{nl}Collect corpse fragment of each monster type
SKILL_20150406_003560	{nl}Plant, Beast, Mutant Fragments{nl}Use #{CaptionRatio}# each
SKILL_20150406_003561	{#993399}{ol}[Magic]{/}{/}{nl}Throw corpse fragments to specific area.
SKILL_20150406_003562	Attack #{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}Plant, Beast, Mutant Fragments{nl}Use #{CaptionRatio}# each
SKILL_20150406_003563	{#993399}{ol}[Magic]{/}{/}{nl}Make fragments of corpse surround you and damage nearnach enemies.
SKILL_20150406_003564	Attack #{SkillAtkAdd}#{nl}Duration 15Sekunden{nl}Use #{CaptionRatio}# Mutant Fragment
SKILL_20150406_003565	Dirty Wall Count: #{CaptionRatio}#{nl}Dauer: 15 Sekunden{nl}{#339999}{ol}[Decay]{/}{/} Dauer: #{CaptionTime}# Sekunden{nl}Consumes #{CaptionRatio2}# of each{nl}Plant, Beast, Mutant Fragments
SKILL_20150406_003566	Collect the corpse fragments left where the monster died.
SKILL_20150406_003567	Heavy Shot
SKILL_20150406_003568	Twin Pfeil
SKILL_20150406_003569	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Hang bomb on arrow and fire.
SKILL_20150406_003570	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Fires a stone-bullet that knocks back the target. The target has a chance to become afflicted with [Stun].
SKILL_20150406_003571	Teardown
SKILL_20150406_003572	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Destroy obstacles that block the way and damage enemies in front.
SKILL_20150406_003573	Running Shot
SKILL_20150406_003574	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Install traps that damage targets nearnach.
SKILL_20150406_003575	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Explode magic circle and installation to damage enemies.
SKILL_20150406_003576	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Flame is fumed and cause damage.
SKILL_20150406_003577	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Install bomb around target. Bomb explosed when touching enemy.
SKILL_20150406_003578	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Shoot flash arrows on the ground. Flash pops and shoots sparks to enemies nearnach.
SKILL_20150406_003579	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use this attack to explode enemy when it is killed. Strength of party members temporarily increase.
SKILL_20150406_003580	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Throw Lachrymator. Target affected fall into Blind state.
SKILL_20150406_003581	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Zombies circle around specified area. Enemies that touch zombies are push away and receives damage.
SKILL_20150406_003582	{#993399}{ol}[Magic]{/}{/}{nl}Explode zombies in specific area and damage target enemies.
SKILL_20150406_003583	Attack #{SkillAtkAdd}#{nl}Summoned zombie required{nl}Max. explosion #{SkillSR}#
SKILL_20150406_003584	Statue of Goddess Ausrine
SKILL_20150406_003585	Ausrine
SKILL_20150406_003586	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Smack down strongly.
SKILL_20150406_003587	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Flick enemies attacking nearnach and cause damage.
SKILL_20150406_003588	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Punce target twice.
SKILL_20150406_003589	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Use palm to push away enemy.
SKILL_20150406_003590	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Smack down enemy with hand knife.
SKILL_20150406_003591	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Make a short stretch to push away enemy and consume its SP. Target hit will receive continuous damage.
SKILL_20150406_003592	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Gather power to and strike forward. Ziele are pushed back and receive damage..
SKILL_20150406_003593	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}{nl}Throw coin to attack target. Max. SP of targets hit will temporarily decrease.
SKILL_20150406_003594	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Heals target and party members while damaging enemy.
SKILL_20150406_003595	Attack #{SkillAtkAdd}#{nl}Attack #{CaptionRatio}# enemies{nl}Heall all party members{nl}Heal #{CaptionRatio}# allies{nl}
SKILL_20150406_003596	Reflects close ranged attacks.
SKILL_20150406_003597	Gradually decreases your maximum HP.
SKILL_20150406_003598	Nullifies all attacks.
SKILL_20150406_003599	Use sword while moving forward
SKILL_20150406_003600	[Pardoner] Make despeller
SKILL_20150406_003601	Craft Anti-Magic
SKILL_20150406_003602	[Pardoner] Craft Anti-Magic
SKILL_20150414_003603	Shovelling
SKILL_20150414_003604	Detect metal
SKILL_20150414_003605	Water spray
SKILL_20150414_003606	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Drücke den Punkt deiner Waffe in den Feind und verrichte eine stark durchdringenden Angriff.
